編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
379,103,4,第五課  老榕樹下讀報紙,考,考,老,老,6,0,"1.高壽、長壽。如：壽考
2.稱死去的父親。如：先考、如喪考妣
3.測驗。如：考試、考驗、考照
4.考試的簡稱。如：段考、模擬考
5.稽核、檢查。如：考查、考核、考勤
9.探究、研究。如：考古、考據、生平不可考",思考,"解釋
思索、考慮。
例句
經過思考後，小弟弟決定將雨傘放在傘架上，以免弄溼地板。","1.考慮
解釋
思量、斟酌。
5.參考
解釋
查證有關材料來幫助研究和了解。","如喪考妣
解釋
比喻悲痛至極。
造句
你只不過被偷了一部電腦，何必哭得如喪考妣般呢？","考（下方部件要造字    ）：考試、考慮
老（匕）：老師、老虎
孝（子）：孝順、忠孝
者（日）：長者、記者",不製作,不製作
380,103,4,第五課  老榕樹下讀報紙,播,播,手,手,15,12,"1.撒布種子。如：播種
2.宣揚、傳布。如：傳播、散播謠言
6.傳送、放送。如：轉播、衛星直播、歌曲點播",播報,"解釋
利用擴音器、收音機或電視機傳送聲音、影像的報導方式。
例句
在體育新聞之後，主播往往會接著播報氣象。","1.播放
解釋
利用擴音器、收音機或電視機、電腦等媒介傳送聲音、影像。
5.播映
解釋
通常指電影或電視節目的播放。","聲名遠播
解釋
聲望名譽流傳甚廣。
造句
他因榮獲「諾貝爾獎」而聲名遠播。","播（?）：播送、主播
翻（羽）：翻滾、打翻
潘（?）：潘安再世",不製作,不製作
381,103,4,第五課  老榕樹下讀報紙,譯,譯,言,言,20,13,"將一種語言文字，轉換為另一種語言文字。如：音譯、義譯、翻譯
",翻譯,"解釋
將某種語言文字用另外一種語言文字表達。
例句
姐姐找到一份有關翻譯的工作。","1.譯者
解釋
翻譯著作的人。
5.譯本
解釋
將一種語言寫成的書籍翻譯成另一種語言後，所得的版本。",不製作,"譯（言）：翻譯、譯者
擇（?）：選擇、擇期
澤（?）：沼澤、光澤",不製作,不製作
382,103,4,第五課  老榕樹下讀報紙,言,言,言,言,7,0,"1.說、講。如：難言之隱、大言不慚、苦不堪言
2.所說的話。如：有言在先、忠言逆耳、人言可畏
6.漢語的一個字稱一言。如：七言詩、五言絕句",語言,"解釋
人類用嘴說出來的話，由語音、語彙和語法所組成，是表達情意、傳遞思想的重要工具。
例句
語言是我們溝通最直接的方式。","1.名言
解釋
有價值、著名的言論。
5.發言
解釋
表達意見、發表言論。","一言難盡
解釋
事情非常複雜，無法用簡單的話把它說得清楚。
造句
經過多年的努力，他終於得到比賽冠軍，他的心情真是一言難盡。",不製作,不製作,不製作
383,103,4,第五課  老榕樹下讀報紙,挑,挑,手,手,9,6,"1.引動、舉起。如：挑眉立目、挑起簾子
2.用長形或尖形器具撥弄。如：挑火、挑刺、挑燈夜讀
3.一種刺繡針法。用針挑起經線或緯線，將線從下穿過。如：挑花
4.搬弄、煽動。如：挑撥、挑戰
5.引誘、逗弄。如：挑逗、挑弄
9.國字筆畫名稱。如：豎挑",挑戰,"解釋
向人故意製造爭端，激起競爭。
例句
雖然今天遭遇了挫折，但他仍打起精神，接受明天的挑戰。","1.挑撥
解釋
搬弄是非。
5.挑明
解釋
將意思表達清楚，使對方明瞭。","挑燈夜戰
解釋
熬夜做事。
造句
為了考上理想的學校，哥哥最近常常挑燈夜戰。","挑（?）：挑戰、挑撥
桃（木）：桃花、桃李
逃（?）：逃跑、脫逃
","挑：挑戰
挑：挑選",不製作
384,103,4,第五課  老榕樹下讀報紙,嘗,嘗,口,口,14,11,"1.辨別滋味。通「嚐」。如：品嘗
2.經歷。如：備嘗艱辛、飽嘗戰禍
3.曾經。如：未嘗、何嘗
7.試探、試驗。如：嘗試",嘗試,"解釋
試一試、試驗。
例句
從今天開始，媽媽嘗試自己開車去上班。","1.品嘗
解釋
古代帝王進食前，先由人試嘗食物；也就是「品品必嘗而後進」的意思。後來引申為仔細品味。
5.未嘗
解釋
不曾。","臥薪嘗膽
解釋
越王句踐戰敗後以柴草臥鋪，並經常舔嘗苦膽，以時時警惕自己不忘所受苦難的故事。後用以比喻刻苦自勵。
造句
雖然經商失敗，但他臥薪嘗膽，希望能東山再起。",不製作,不製作,不製作
385,103,4,第六課  特別的滋味,滋,滋,水,水,12,9,"1.生長、繁殖。如：五穀不滋
2.引發、惹起。如：滋生事端
3.潤澤、溼潤。如：滋潤、滋補、滋養
7.味道、美味。如：餘滋、含甘吮滋",滋味,"解釋
泛指食物酸、甜、苦、辣、鹹等味道。
例句
這家餐廳道地義大利麵的滋味，我一直忘不了。","1.滋生
解釋
繁殖、生長。
5.滋潤
解釋
浸潤、潤澤。","個中滋味
其中的體驗與感受。
造句
為人父母的喜悅與責任，若非親身感受，很難了解個中滋味。",不製作,不製作,不製作
386,103,4,第六課  特別的滋味,餓,餓,食,食,15,7,肚子空，想進食的感覺。與「飽」相對。如：飢餓、挨餓、餓肚,餓,"解釋
肚子空，想進食的感覺。與「飽」相對。
例句
這個星期天，我們全家一起參加「飢餓三十」的活動。","1.飢餓
解釋
腹空急欲得食的感覺。
5.挨餓
解釋
忍受飢餓。","餓虎撲羊
解釋
形容動作迅速且凶猛的樣子。
造句
南京城破，入城的日本暴軍，以餓虎撲羊之勢殘殺百姓。","餓（我）：餓死、飢餓
飽（包）：吃飽、飽和
館（官）：圖書館",不製作,不製作
387,103,4,第六課  特別的滋味,床,床,?,演,7,4,"1.供坐臥、睡覺的家具。如：胡床、木床、行軍床
2.安放器物的架子。如：琴床、筆床、墨床
3.像床的東西。如：河床、花床、冰床
7.量詞。計算被褥、毛毯等的單位。如：一床棉被",床上,"解釋
床的上面。
例句
這隻小貓躺在床上一動也不動，好像睡著了。","1.起床
解釋
離開床鋪。一般指睡醒後下床。
5.床單
解釋
鋪在床墊上的布。","疊床架屋
解釋
比喻重複累贅。貶義。
造句
他這篇讀書報告條理順暢，不會給人疊床架屋之感。",不製作,不製作,不製作
388,103,4,第六課  特別的滋味,廚,廚,?,演,15,12,烹調食物的地方。如：廚房、庖廚,廚房,"解釋
烹調食物的地方。
例句
媽媽一進廚房就忙個不停。","1.廚師
解釋
掌理廚房烹飪事務的師傅。
5.廚具
解釋
烹調食物的用具。",不製作,不製作,不製作,是
389,103,4,第六課  特別的滋味,丁,丁,一,一,2,1,"1.天干的第四位。如：丁亥
2.排列次序的等第。在甲、乙、丙之後，表示第四級，或較差的等級。如：甲乙丙丁
3.成年男子。如：壯丁、男丁、單丁
4.人、人口。如：人丁單薄
5.從事某些勞動職業的人。如：園丁、家丁
9.方形的小型塊狀物。如：雞丁、肉丁",庚,"解釋
方形的小型塊狀物。
例句
宮保雞丁這道菜是爸爸的最愛。","1.布丁
解釋
一種用麵粉、奶油、雞蛋、糖等蒸製而成的點心。
5.壯丁
解釋
年齡已達可服差役的男子。或泛指年輕力壯的男子。","目不識丁
解釋
比喻不識字或毫無學問。
造句
自從義務教育實施以來，已經少有目不識丁的孩子。",不製作,不製作,不製作
390,103,4,第六課  特別的滋味,鍋,鍋,金,金,17,9,烹煮食物的器具。如：砂鍋、快鍋、飯鍋,鍋鏟,"解釋
烹飪時用以翻動、攪拌菜餚的鏟子。
例句
阿姨喜歡用木頭製作的鍋鏟來炒菜。","1.電鍋
解釋
運用電熱方式烹煮食物的家電用品。具有自動烹煮及保溫的功能。
5.火鍋
解釋
一種鍋與爐合為一體的烹飪器具。","打破砂鍋問到底
解解
比喻對事情追根究柢。
造句
他對任何事物都很好奇，總是喜歡打破砂鍋問到底。","鍋（金）：火鍋、鍋鏟
過（?）：經過、過失
渦（?）：漩渦、渦輪
",不製作,是
391,103,4,第六課  特別的滋味,鏟,鏟,金,金,19,11,"1.一種帶把可用以削、挖的金屬器具。如：鍋鏟、煤鏟、土鏟
5.用鏟子或圓鍬等去削平或撮取。如：鏟除、鏟平、鏟土",鍋鏟,"解釋
烹飪時用以翻動、攪拌菜餚的鏟子。
例句
阿姨喜歡用木頭製作的鍋鏟來炒菜。","1.鏟子
解釋
供鏟除與撮取用的鐵器。
5.鏟除
解釋
除去、清除。",不製作,不製作,不製作,是
392,103,4,第六課  特別的滋味,燒,燒,火,火,16,12,"1.使東西著火。如：燃燒、焚燒、燒香拜佛
2.加熱使物體發生變化。如：燒飯、燒水、燒磚
3.人因病而體溫升高。如：發燒
4.先用油炸，再加湯汁來炒或煮。如：燒茄子、紅燒鯉魚
5.烤。如：叉燒
9.熱烤的。如：燒餅、燒雞、燒鴨",燒焦,"解釋
因加熱過度而碳化或枯乾。
例句
爐子裡的地瓜因為烤得太久而燒焦了。","1.發燒
解釋
因病毒、細菌感染或其他傷害，引起體溫調節中樞的異常，而使體內溫度失去平衡，呈現高於常溫的狀態。
5.燒水
解釋
將水加熱。","怒火中燒
解釋
火焰般的怒氣在心中燃起。形容非常憤怒。
造句
當喪權辱國的條款簽訂後，國人皆怒火中燒、義憤填膺。","燒（火）： 燃燒、紅燒
澆（?）： 澆水、澆灌
饒（?）： 豐饒、求饒
撓（?）： 阻撓、撓亂
繞（?）： 環繞、繚繞",不製作,不製作
393,103,4,第六課  特別的滋味,焦,焦,火,火,12,8,"1.物體經火燒而失去水分，以致顏色黃黑，並發生乾枯、脆硬等現象。如：這場大火將樹木都燒焦了
2.乾燥。如：脣焦口燥
3.煩惱、著急。如：心焦
7.姓。如：焦先生",燒焦,"解釋
因加熱過度而碳化或枯乾。
例句
爐子裡的地瓜因為烤得太久而燒焦了。","1.焦黑
解釋
因燒烤或受化學物質侵蝕而呈現黑色。
5.心焦
解釋
心中焦慮急躁。","焦 孟不離
解釋
焦，焦贊。孟，孟良。相傳焦贊與孟良二人交情很好，幾乎天天處在一起。後用「焦 孟不離」比喻感情深厚，形影不離。
造句
他們是焦 孟不離，只要看見其中一個，另一個也就在附近。",不製作,不製作,不製作
394,103,4,第六課  特別的滋味,炒,炒,火,火,8,4,"1.置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。如：炒飯、炒三鮮、炒肉絲
5.刻意的運用一些手段、方法來達成某種效果。如：炒地皮、炒股票、炒新聞",炒,"解釋
置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。
例句
她靠著一道蝦仁炒蛋，拿到美食比賽冠軍。","1.炒菜
解釋
烹調食物。
5.炒飯
解釋
置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。",不製作,"炒（火）：快炒、炒作
沙（?）：沙子、沙拉
妙（女）：巧妙、奇妙",不製作,是
395,103,4,第六課  特別的滋味,拌,拌,手,手,8,5,"1.攪動使調和。如：拌勻、拌菜、攪拌
5.爭吵、鬥嘴。如：拌嘴",拌炒,"解釋
翻攪食物使其調和。
例句
客家小炒要好吃，廚師拌炒的工夫一定要很厲害。","1.涼拌
解釋
用冷食菜餚加料拌和的調理方式。
5.拌勻
解釋
攪拌均勻。",不製作,"拌（?）： 拌勻、涼拌
伴（?）： 作伴、伴隨",不製作,是
396,103,4,第六課  特別的滋味,撒,撒,手,手,15,12,"1.散布、分散。如：撒種、撒胡椒粉
5.將東西散落或傾倒出來。如：他一不小心就把手上的東西撒了一地。",撒,"解釋
放開、鬆開。
例句
大家在紅毯上撒上花瓣，迎接新人進場。","1.撒落
解釋
將東西散落。
5.撒手
解釋
鬆手、放開。","撒手人寰
解釋
比喻人去世。
造句
他因腦溢血而撒手人寰，留下兩個孤苦無依的小孩，急需社會善心人士救助。",不製作,不製作,不製作
397,103,4,第六課  特別的滋味,蔥,蔥,艸,艸,15,11,"1.植物名。石蒜科蔥屬，多年生草本。葉呈管狀，中空，先端尖，有平行脈，下部白色。頂端開白色小花，集成球狀。可作為蔬菜、香辛料。蔥具有袪痰、發汗等功用，亦可用來驅蟲。如：青蔥
5.青綠色。如：蔥翠",蔥花,"解釋
切成細小的青蔥。通常用來調味。
例句
很多傳統小吃上面都會撒上蔥花，用來提味或是增加美觀。","1.蔥白
解釋
蔥近根部的莖。
5.洋蔥
解釋
植物名。百合科蔥屬，多年生草本。原產於地中海東岸、小亞細亞及伊朗等地區。",不製作,不製作,不製作,不製作
398,103,4,第六課  特別的滋味,扒,扒,手,手,5,2,"1.用手或器物將東西聚攏或散開。如：扒土、扒草
2.抓、搔。如：扒癢
6.偷竊。如：扒竊",扒,"解釋
此處指用手或器物將東西聚攏。
例句
很多動物都會扒土把東西藏起來。","1.扒手
解釋
在人多處或公共場所偷取別人財物的小偷。
5.扒土
解釋
用手或器物將東西聚攏或散開。","吃裡扒外
解釋
吃裡，靠自己人生活；扒外，竊取家中財物給外人。比喻不忠於所屬的團體，反而幫助外人。
造句
像他這種幫助外人打擊自己，就是吃裡扒外的人。",不製作,不製作,不製作
399,103,4,第六課  特別的滋味,逗,逗,?,綽,11,7,"1.停止不前。如：逗留
2.招惹、引弄。如：逗弄、挑逗
6.有趣、好笑。如：他裝鬼臉的模樣真逗！",逗,"解釋
招惹、引弄。
例句
小丑精彩的雜耍表演，逗觀眾哈哈大笑。","1.逗笑
解釋
引人發笑。
5.逗號
解釋
一種標點符號。用來分開句內各語或表示語氣的停頓，其符號為「，」。",不製作,不製作,不製作,不製作
400,103,4,第七課  收藏秋天,躲,躲,身,身,13,6,"1.隱藏、藏身。如：躲藏、躲貓貓
5.避開。如：躲雨、躲避",躲,"解釋
隱藏、藏身。
例句
一到白天，蝙蝠就會成群的躲回山洞裡。","1.閃躲
解釋
避開、躲避。
5.躲不掉
解釋
無法隱藏、躲避。","明槍易躲，暗箭難防
解釋
比喻公開的攻擊容易對付，而暗中的攻擊比較難以提防。
造句
「明槍易躲，暗箭難防」，要小心注意別人暗地裡的惡意攻擊或陷害。",不製作,不製作,不製作
401,103,4,第七課  收藏秋天,奧,奧,大,大,13,10,"1.幽深、神祕。如：深奧
5.奧地利的簡稱。如：他赴奧深造",奧萬大,"解釋
位於南投縣 仁愛鄉，是一處森林遊樂區。
例句
每到秋天，就會有大批遊客到奧萬大賞楓。","1.奧妙
解釋
深奧奇妙。
5.深奧
解釋
艱深。","一窺堂奧
解釋
探看其中的奧妙。
造句
藉著這次恐龍博物館的參觀，我終於可以一窺堂奧了。","奧：奧萬大、深奧
澳（?）：澳洲、澳大利
懊（?）：懊悔、懊惱
襖（?）：棉襖、皮襖",不製作,不製作
402,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
